GENESIS|1770366953|system|init|0|GENESIS|GENESIS
1e95a84cd8d69b1c142ba4d44495dfa144907f48992a3c4f8d03c7c9ba7ce431|1770367719|consensus|verdict|no_action|f6fbec927bc5fa943e4071cdf5d82eb575c745b7f033228d5a802f6bbc446df8|g+8nevFO+4GFLm/WuVK/cJUW6ZjvegYqXOhO8aB5sDjqwm5MzCYXX63v6aKs4QtXsowxi5k9zU0ZhlWEpiyQkunVCfKougvKAecc56KbyUNFYTq3GReAC/lLEQLde3WWgiaxkPLLqlBaK/kCiXaCu36fdxOJ6KzX1yFSCNnrGxtGNgkkYkRGEyxU+c1SsxZD0PpRoe7RvD2BuAeUNG6v6l7fevUWg53w7Nah7MFQOiF2xexOxvu2QQm52jNrLwrF2Qt9cqLThj3rPkDeMy58WnUV8wZHrIX9eqk3PDDrpAGAoVOBe8u13SUYOp7HJjMh1gRe5gQXiTHStNgTSbjwFQ==
f6fbec927bc5fa943e4071cdf5d82eb575c745b7f033228d5a802f6bbc446df8|1770367821|agent_A|proposal|no_action|40d3edc23ef8987afb91a4bb02200287e38247d7144cf93437bb849099a0032c|KXmUbNqYNFBpKFdQmJ3oKu4FDjUb1s/OZGFZniPdda/RDjDEN5ky1lKPcn4rc82ICkN4WB3QhVg8cQ4M8jFBZGxQ3p57dv0XhD84oea/26t5EZu/ncvyf0fsIEeTv9UtZouVbh7ixJ03KU18SO+XqgtsiBR1mnisE8FSL2lWLidTlwPpdVkniFoKLdkkdGLrDWy9cdiuklIZ0dIMCaaTHrIXf5ee/gQGRqc/N4cT9+J3Ss2hEgBdsYPFeTc5caeKkZaxhDX+vJBSenwlQRP5VmJmewDezbeUHrpAkVw1r/tfa/Ga2L5A5OEblCfLT6R1psov0XFc+1RnYidgJnq1cw==
40d3edc23ef8987afb91a4bb02200287e38247d7144cf93437bb849099a0032c|1770367821|agent_B|proposal|isolate_bus|666cf0141c7342bbbe3197d0092dc86106370343bae14939245fdaa961c27794|WCVrTfoJqUR3B+zbLIuG7cdA7n2zm6R+SGGlIsYsP39kvDWmNXFEDPweIaMYV1oFQsXqh8ix0TQHFIzfRHG7geLNIRtHZh920lVKmZRLpMChJrB2DiNeNoKy+UROiXXjL9zsyfLzS9ZoC6PibMY3IJBf6WR0iw+AIFsc4H15gqjoubFNWs3bd5Yc6sNHWeizP9vOYBAUAJhaacH8axz2nWGihto8oVciyrtTvYqubNuUsI/9WrUIMmBSQ3beKTlyqcHajtaIyxc70YdNF58HmwLcciq1PJBCmTUi8Y8dSqKiKSZO55rk4o9uRammA0fcALuCRmLzkYWcDPfgmxMs3w==
666cf0141c7342bbbe3197d0092dc86106370343bae14939245fdaa961c27794|1770367821|agent_C|proposal|isolate_bus|5b1c8ffabe553d13bdeba488e12dd48f6d019c766d3aa039dcd517b861ceadb8|KOY3+t2QOsAVZXBgUSBAJr8NkI2vFk9RJsLh4j04CKGSFIQcVkD/NCLVzpq3iPMtrxb6eBYkVmD61EVWBKUmrsWYKYxI9EqLVypdmi8rfjzmGDy8Q/VCZKz5ueW12MZQoVjMDPEEDhJzind9JRZWONW+GfOCfky64wng2HuIJc/V/0uCPO7nRUb7ZJuasP3xBORjNd/aMVJW84MPmC0WQgh+crttMm9qwOx7BF1YpLvp07XuYr5yuuQ+G6DLq07hSGjcM9SW9XEW+NeUuZLhzjYwsnu0NvuneRmCyfAp0Zp1io/cd2DkXVSC8y0vGyj9poyfqBxXYY3yS7Hzm+kNLQ==
5b1c8ffabe553d13bdeba488e12dd48f6d019c766d3aa039dcd517b861ceadb8|1770367821|consensus|verdict|no_action|2075b57d7717654ddc1649ea6a6034781f562ce1f4e07dd46da53c9b296a2be3|I1TVAq5ZEdkPSc95fxR37WZIBg22DzVFlrEX0e5ZQ+CenH4zpaFTveyqUEdHGCbkU8DVL8HL5e5qPI9tvjVPcFblpvdKJzqnZxsN/7b85Qx0DLQU7YdPaqMsd5bYtfklpg9GeHBOj/crV9Fwu1Feegw6C6XXKTIvS+yCy5JLOr6+wBiPtkO859+92Dq9dUps8qYTf21F5Wd1XoNeYUy3eewlJSZs0mD8Igh6dcgpNhQf3T93eG4252okY07+TfWzEcA5qFbWw+aiMgsLEnutd1gFmEvopMucfi0I8Ef1s8/S0xWDZ1N8zYDvssugqpctwvnydvBb+MRQZ/vmfoAKCg==
2075b57d7717654ddc1649ea6a6034781f562ce1f4e07dd46da53c9b296a2be3|1770367942|agent_A|proposal|no_action|71b53dbaa2fda34182fee7893d4cb12a18ed9e491ff8eca45b27f58140e89526|VOxJZrxVBgr6qqOij2Z/FFqzX+NY1Zo8FzedhTLkloP4YxrDr5n6XXVV4vcUN9kQkK2EBb5pR9x7yevjfelcTQncT9bBoRwxD0eoakdB6ALg676aa5E8YTBjBicWrXW8zpiOacsJ2ynpuuI8W6sCvIeJKS3jUYCWlmbV1PvbZDi+cCl/v2rUHjnm30LjSE9YEkJF4MaO1FSfrlhwQZCsCh2qTv8fdmkYYjBya2qQAMgltpxuA3fualoexg1iP1G+YZiOlILkeP4LALr0EN8vRnxCbqsxgdNvZUymvtz8VpKI7IPpP03LR4y9Wkw6OmGb8eiKCq5vr3quW3E2as5wDA==
71b53dbaa2fda34182fee7893d4cb12a18ed9e491ff8eca45b27f58140e89526|1770367942|agent_B|proposal|isolate_bus|9dd8efcb87987bc4b1a802664fb6220aabca6bfe13d84f69c6ba038a610320f9|p3mdMpLh5Wg10XbuukfxGznlhqXiB9DbwtIkFGl6HxTLlteCMipldMtdQE06X+/1N7TkmUoBtvmcqxXTVDm/jAXDQlsChxnpYEXqEtCcz6l0eJA+WAdM0XRQSUggib5pb4vo94dY1gXKn6/lK0zIKkuhPERBGF3t8TQi26p9HisfFMeGwoW0H1nhYIc2Zrk4e7vW3GmLlxuHQAb23J3f+YV0pfmDOTxe1PgN06oiy+M8roapKe3WpM9bOkvfH4yDanukCHiK1OTjPBs6AnmPplhvTN0aO4MDuF5Nxz5oNYz+sEEHi1TYFYhC15RDQH9WRFH3oBJmDz1nUeY+oDi3PA==
9dd8efcb87987bc4b1a802664fb6220aabca6bfe13d84f69c6ba038a610320f9|1770367942|agent_C|proposal|isolate_bus|86dfa04ecf3c8dc86c435835342390f96bdb1a09ebab3265c66eba8258198770|A3R4jnyGFtMvZwWMBrRAb9Xdr+uF5iHQTGbQyjeI3ecNnToeCtIyJaaycn3917I0HU7WwgnkqfTDADK0DR3l0GAIIQKOCmMnmqbroq3zBqTQtgJaX/DX6lgE805bEfpXjlZYFj7IWRGwVaVLfNpqDNDV55/PyocQfTuX3RWRoFyfYbcqnEkEaWAqeRfCX4QNTEfv7sl0qtz+/tcCSc9h4ZIkAnuMUM0HJ7sP0YAxGtHrDVefSK+eZ2jfR1scIuj0bf6eVFJrY6Zr83UUYR+ZlBlBFwH0bLJtgH8BVzKklJCKa467qvB5KNjOYm22G/TcBeRB0RbzZ4hFvtcEldmD0Q==
86dfa04ecf3c8dc86c435835342390f96bdb1a09ebab3265c66eba8258198770|1770368224|agent_A|proposal|no_action|957eaee5196a3306ca187789feff22bbc9b1d2c1f4f6bbb6c72d69722bd9d7df|oMuwBfciTbqs6HTtNJwNXMqodDSEtHKJzRs57bscsJcxpMbtd6V2yCfLGAchB+QFrTYMsoMJrjOSUJkRZjBG6ThKXqYlPiEyVw2agt6p5aI9LPRN2mpC8FDsPzQkBMK4yktl3oYT7BTdvBh721U+V0cyO9T61ZrxQBA+6wamGyBHdxd8R1C08CM13DlP0tYPYGnFONT+4Rt5hiKzYTtA54kfTQmO9LIiZeh/+P4Rtc1ACGZVellC8mKaOfil4Y6gSmQVelk3GYM3xFLhW599ZA5ziJ58p+En94xHPoiVMmrTlo6Jj5Op1iQLFZVAJgX++Y1hz8SRYEeW9fsv1glm5Q==
957eaee5196a3306ca187789feff22bbc9b1d2c1f4f6bbb6c72d69722bd9d7df|1770368224|agent_B|proposal|isolate_bus|0bfeb8088c6715e402bd3d23f4bee30870a537f5ca494b75ac4fde56a484ce93|mijcE2wdz6Ok7jQggInVzpP9XVkoB5Bs90OVXg9l6/cvuoGIp9kUtZbslHWKoG23SgAsNCYzzB5Tp5wO4lr3pxPvI1EOhUaxQJ9sLYa8s6+qprSgjwri0eGdo93+tQxF0XSrQQD0fONs5xfyuWryDXWWl5eC8LN/xUy9C73SXJ9A5R5WVN42XYkHLnNNhmeV1e0s1mWRLT67TC1/9CjN0fITyWa1cKnKN1DBFBePd1kwlaOlSa6+1qC8EMf2zuyaLWEFRw1DfcYpsQOEddtbILzp7FnxWEdn1Hj+kqk/pqKxgCpDkZoMwIdUs4WjOpX4bCsPT46BCNrXyWqSmEiyVg==
0bfeb8088c6715e402bd3d23f4bee30870a537f5ca494b75ac4fde56a484ce93|1770368224|agent_C|proposal|isolate_bus|fa13506c8aa55847c5d7edfeed3ad8c862bb2e7a2dbcaa1a99dbf120cf4fd097|UTO0vwBjUlgKCu05rOyMad3NJ914WEoExnytcQVCkjoLn2yd+jH4YRUqwfUOOw4qG2LZM1TWPy3o38tGVNERR4Hd307T2UOvhNuwiMJqC+R2z8JmPusgZm8sAtV9AcDd6Y5K2LKKzD2qfuhgcJvD/5weoQiop2lsgJyy9WsVkxP6x90P8VWuluYsZ540HSeKZ8W2PbhkUAe3vFWyqRhgeTHRSk2byX/mGd5/Z72OQ6zSwquYrOzkLiym3IoyB0ouOy+eHHEQVQak9vRIxt0QYfgE4GFazOIopYY+VwxPEQJf5BbdmVveaTfUCkFEE3FmXRLF82g1AduMz0kvXab5Kw==
fa13506c8aa55847c5d7edfeed3ad8c862bb2e7a2dbcaa1a99dbf120cf4fd097|1770368224|consensus|verdict|isolate_bus|a8b3e379f839bedb78c647b3e5f2fd0e34e1c2b7db6cec11ea524c82b5ca68ce|CXWhR0KdJQmR5VZsHOrCC59qwPIvaYoTYQ8QTJ2YMbL7krKU06gKT6zSzOAkh3Ok2iKNYcdwxfZdOFhLSXytIkUe8sq6xp40mJ9a2e+whs/yoUPOdU+DSP/wprhwDt1KchE06m0ZFsnRc63VIQ9hyUVjL6OqpPYT8nNFJ7woExWaiZIaFEAudS2ZVGnCGqZ13man+7DqqRCw5Sbb33pESfrwYhiJKcLdyfXuwXyutRx1qmZ/GHsdSL4PyqZwWgbgcImqzRhAX1eOGlVtWDWcWmtLPq0KstTGIXZS6zQsvhUvXVFBX9NbBE8WLTpe6N4dSJCEQXL3so06J6k0L3bZAw==
a8b3e379f839bedb78c647b3e5f2fd0e34e1c2b7db6cec11ea524c82b5ca68ce|1770368362|agent_A|proposal|isolate_bus|48d61bfe7a2fc3758e3a14fbe05bee998486b2e0fba040b3cd611091fdfcff61|aN6GYy+cdAdAwA8sus3u+LoJNYthzt/M3AebpVxa3jUHy6U/tBwaKNK9e12MYh1Na7UxWeLI+RqcAtNYzGh426uB42jkulUnnwqYBaJQUXh73cJ1l2ZbBF6z67gly3VjtIkBXPpCdsjNPjOnS0FGr8e6sEtYguUTZ/kqwlawobiIBFJiY+R08ByByGvUaIl86wPMXiezIwVBjGRQseFOi5k6hWkJxXGwY1nx90ssPB+v7xLKQfqZ9PPbi+zFJK8YtvSZI3nZiCVWmOMf4QyGng36taYQ7USSmUqRZ1o5e7YYysL07Fs+LBkWZO6yulqnVy/Iax4ks1nLwnwD8l82Kw==
48d61bfe7a2fc3758e3a14fbe05bee998486b2e0fba040b3cd611091fdfcff61|1770368362|agent_B|proposal|no_action|51dd304ab1c1a81751f36f1c15fba31f370db98d18cf195f9dd7bc6951b8d019|IDQVsd5ipxu7r2wtMWvT2jBVx51FWJLQxOko0IPJZi8+Oov86sL4q6kAo9ddHKfXO63Ymaf9HvV4gD3zP+B/U32BUMbAzA1bMBfABWFJ0092+ntIxUA1nOXrEeJ6pJ76hx4mHNKracI6gy+LD9GE9ZJQkndIyJz8nkkveoYy9IPnMwLsHVk02zB+p3WF0HqBROcGnJ94f4ubjCv0jSRdWxjg1M9vVkjkbMC4R2sKUNdVe9TEKx3qGU0N4HKaIMPZdu7FBcNpyC20CkrXXpz3wLt8n0XddjjbrET+45RgKyX3ctES7Wku8BG0R4YZ+8RihugJnBRZofByO7ge0ym6CQ==
51dd304ab1c1a81751f36f1c15fba31f370db98d18cf195f9dd7bc6951b8d019|1770368362|agent_C|proposal|isolate_bus|d2c586898cc42697b2770e6c3f2868befeb73b05d8b410dcc136cff9c13dfd64|27vxUKAK1LnYsoBlreP1YQnjK0OMgURSSvEyZv2yJ5JZ6+n8hc5Viq6X2G3dbdA/8eEahs5ZozRtoNT2qaurPCvQcz78HaJZYv0LUWTJQPZ+3drcbBDY9fAx4lwNsdDCFP3TvgSmDfH6dIxodAqKQUbVqCi0HE5WMWECcwVVCV198I0tHb5J+sOc/SP5E+D7B+zgkDVtTGRnEWDlwgNB1FCGu7y7FuVmRPBqBcR/f84WCCTh9Qq+aa5ZU/Qidi0VoGsheQ1ihRIPBkHl/ET/gSRyRnEZ7DPCS327z0elbDnRq5K3ramyY2xmCQKKo4XDIEKs30fZjdnqWvPTEuG5sQ==
d2c586898cc42697b2770e6c3f2868befeb73b05d8b410dcc136cff9c13dfd64|1770368362|consensus|verdict|SAFE_HOLD|fd7ef37da744978ed4b0f808d32faffceb47c0995497247e8b2073d78b8ab3fd|fXG3Lsh/jMyRtrlNOfwiTaseN0KmMKCfjP9GhlhTouhK2EAzZ627Yq0Cym6281BXFRqR+jwXSFaR/Fi7nv9/TrXmcbxmypFFoqSOWV84iLApZaHFj29IKh7pwDKhcZkQKuSXBU92Bn4lZZpay/BX+ed4aQQdugXHm8BO3Xz2p/DcoNOubdTlipbjqWXqKOeAa+wFHbrsHjyFCq3CTQ2L2aniUj1oVUIQM+tc35kWk5/FQuwmydUrSImhUdB8piVxT+DDhmo6ntNR9kXCs3cEHu5k+ZwrSWdFwSqT2I9rW1CviJe90s3ZlggFCB6gpCrK4caJ06wjBcai5nPSvRAeYQ==
fd7ef37da744978ed4b0f808d32faffceb47c0995497247e8b2073d78b8ab3fd|1770368369|agent_A|proposal|isolate_bus|44b17b2039c3874420bcbf65f35371ce6d33b4125fe729350db1bfd7628203c0|eKmDyYUqRhgxzMsguMVzimuViyROrDn855zd9sP8JuSxhg/17gadldlUxOhNSax1Q9l7G/vrREzYF2/S5wTmQluFNyd0Y1K81DCA8mF5Laug1gVgKIhlrV+4QJ/MCEcLun2oVrsFpzWXELajvsuIwllrK04HCCUgsl04o6kZEYHLtG6G/FcDXcWlSCNMOgP3uFmUyMqqHjgxuvMt+Bi96NiBDZjsyaC031CZmBC9bSKFMeEN/IZqpZ2QGNGwoc94Vs6AJ+7eitEm0/s/sSii+FgnkwZhgsjvL0ZODv38AsphehR4DWy8H1OmgSlC2/IaRbLW2vC06PwdbBjEZLWxbA==
44b17b2039c3874420bcbf65f35371ce6d33b4125fe729350db1bfd7628203c0|1770368369|agent_B|proposal|isolate_bus|feaa54e6548874f98c0e5cae6207a3a22dd46f44b5fc223237d06e4dffc50276|aCIiRk8q7oFLRsqG+6PLf+gIQcz4uqGuBhCya7g8mwbLt6uxBoceIX1W570PXTYX7wAaSdwFNUSAz6JikQ6z4eP8L/Hy22Wlu75X2EGZpA6kxi+sA4F+CKileutVliNVzQWudgyi8kFa1mkc2drmWOFQPDcZvIePujNpYlFB6/1FPsEhybTGC5KVqF51MQSDxV4BJSaBFceIDMFSs3oEg80ULePDga4O0FBxec5IXDINOpiApCYXJwTXTFQghb/ebhZbNedtqM+iqoN2ASxvMdtTvk7hU6NtC8w1X6yi8sqXSIl8zb0YeyFEn93aZqi1FvsxI/1B7JfGsRV8RcQHRQ==
feaa54e6548874f98c0e5cae6207a3a22dd46f44b5fc223237d06e4dffc50276|1770368369|agent_C|proposal|isolate_bus|2aececce535f52d8c325b455d4edcaed82a627a32b1f3e480045650ae8c4bae6|e5twkcN1haJmb4PBs/BCJbSLeTIhxAl111JA/ZRrLR/hIaHD94af9ZsZNXaIStq+vQglVZWzgm8ypEPYzaCS4on/G2TFnJiFMRxXzTjv2DhGagX6OJ0kSel56926lqP/i9TqSM1aH+7N//5t65PKgWt9cBtQhUtljkViSYBGxAYO+JWkAAdZX0CNdFBHZYfBhzBczFA2/sa1ccDZFF2Luld2tbHIh6iZozLt4Zm9T5P2MJqmonK2sN5VL+CY3XDj0fgGKV9JIgOv/1Xm0673C4nx0HiUk1NJTKT3kYd0fIkht/3DPGvTZ+UDFjBlOkAYH/mR3NXhluGnwSRqzV0YAA==
2aececce535f52d8c325b455d4edcaed82a627a32b1f3e480045650ae8c4bae6|1770368369|consensus|verdict|isolate_bus|926aca2451d392aa1e7a603472b65b43af692d7a96d7119a155180d9470b004c|ah2sIxw4lMHMYHpJdDZxS0xe0XI3NJdzSTv8e5Be8BZyGqnGIBJQ2FW5u97/maRbFgZHdQfj1I/6T2EEUIRcb5Ah3xYwpc+qujuov0xKWBqsmXYwfX9eBvnRdiEMPj4o228FSTSiphBGoSf49aAHM1zHGsPsxBfhiG2KIpEjh6/0tH39AUMyZcOMz3SXwBxyDLFZ+mrNnpjmJyWAv0PZhduRTuwG62BEAC7nt2gbB/+2w/+7LjHPQVtfaRJBF77FyZwlwN/MCe12QDWlZdWlHNROxNtu4G80//I8QLcTG+M0u9ITwoL+IYbdNXG++FkO4T3M7Z+aOIxhfKw+LbKqgQ==
